Company Name,Website,Domain,Location,About,Funding,Industry,Size,Country,Business Phone1,Business Phone2,Business Phone3,LinkedIn,Facebook,Twitter,CrunchBase
Cvent,https://www.cvent.com,www.cvent.com,Mclean,"Cvent is an event management software company who provide a platform to manage in-person, virtual, and hybrid events. View contacts for Cvent to access new leads and connect with decision-makers. Cvent is a technology provider for meetings, events, and hospitality that provides a comprehensive event marketing and management platform as well as a global marketplace where event professionals collaborate with venues to create engaging, impactful experiences. Its platform provides event organizers and marketers with software solutions for",,,1001-5000,Mclean,,,,http://www.linkedin.com/company/18125,http://www.facebook.com/cvent,http://twitter.com/cvent,https://www.crunchbase.com/organization/cvent
Deel,https://www.deel.com,www.deel.com,San Francisco,"Deel is a payroll and compliance platform for international employees and contractors. View contacts for Deel to access new leads and connect with decision-makers. Deel is a global compliance and payroll solution that helps businesses hire anyone, anywhere. Deel’s technology offers unmatched payroll, HR, compliance, perks, benefits, and other capabilities needed to hire and manage a global team.",,,1001-5000,San Francisco,,,,https://www.linkedin.com/company/Deel,https://www.facebook.com/GetDeel,https://www.twitter.com/Deel,https://www.crunchbase.com/organization/deel
15Five,https://15five.com,15five.com,San Francisco,"15Five is the performance management platform that drives business results. View contacts for 15Five to access new leads and connect with decision-makers. 15Five gives HR teams a complete solution to deliver high employee performance, engagement, and retention while improving manager effectiveness. 15Five’s easy-to-use software, coaching, and manager training enable HR leaders to continuously measure and improve their strategic people and business objectives.",,,251-500,San Francisco,,,,https://www.linkedin.com/company/15five,http://www.facebook.com/15Five,http://twitter.com/15five,https://www.crunchbase.com/organization/15five
Marketing Architects,https://www.marketingarchitects.com,www.marketingarchitects.com,Minneapolis,"Marketing Architects is a TV advertising agency that gives brands access to high quality campaigns without the traditional high costs. View contacts for Marketing Architects to access new leads and connect with decision-makers. Marketing Architects is an All-Inclusive TV agency that gives performance brands access to quality, effective TV campaigns, without the traditional high entry cost and ongoing optimization, scale and measurement challenges. Founded in Minneapolis, Marketing Architects has been helping companies connect with their customers in new and surprising",,,51-100,Minneapolis,,,,https://www.linkedin.com/company/marketingarchitects,https://www.facebook.com/MarketingArchitects/,https://twitter.com/markarch,https://www.crunchbase.com/organization/marketing-architects
Red Hat,https://www.redhat.com,www.redhat.com,Raleigh,"Red Hat is a multinational software company engaged in providing open-source software products to the enterprise community. View contacts for Red Hat to access new leads and connect with decision-makers. Red Hat is a company dedicated to free and open source software, and a major Linux distribution vendor.The company is known for its enterprise operating system Red Hat Enterprise Linux, and more recently through the acquisition of open source enterprise middleware vendor JBoss. Red Hat provides operating system platforms along with middleware,",,,10001+,Raleigh,,,,https://www.linkedin.com/company/red-hat,https://www.facebook.com/redhatinc,https://www.twitter.com/redhat,https://www.crunchbase.com/organization/red-hat
Clarks Americas,https://www.clarks.com,www.clarks.com,Waltham,"Clarks Americas, Inc., the US subsidiary of a global privately-held footwear company. View contacts for Clarks Americas to access new leads and connect with decision-makers. It began with a flash of inspiration. It was 1825 in the Somerset village of Street and James Clark was busy working at the tannery owned by his brother, Cyrus. Among the sheepskin rugs, the off-cuts and cast-offs were piling up when James had a brainwave: “Slippers!”. And the rest, as they say, is history. A few stitches and a few years later, the",,,10001+,Waltham,,,,https://www.linkedin.com/company/clarks,https://www.facebook.com/clarks.shoes,https://www.twitter.com/clarksshoes,https://www.crunchbase.com/organization/clarks-americas
Belkin International,https://www.belkin.com,www.belkin.com,Playa Vista,"Belkin International develops computer and consumer electronics that specializes in providing connectivity solutions. View contacts for Belkin International to access new leads and connect with decision-makers. Belkin International, Inc., offers an extensive range of innovations designed to give computer and consumer electronics users seamless integration in their homes, cars, and on the go. Belkin, a privately held company founded in California in 1983, is the recognized global leader in connectivity solutions. Since our inception in 1983, Belkin has",,,5001-10000,Playa Vista,,,,,http://www.facebook.com/belkin,http://twitter.com/belkin,https://www.crunchbase.com/organization/belkin-international
PopSQL,https://popsql.com,popsql.com,San Francisco,"PopSQL is a modern, collaborative SQL editor for teams. View contacts for PopSQL to access new leads and connect with decision-makers. PopSQL is used by data analysts, product managers, customer success, operations, and anyone that wants to write SQL.

It was founded in 2017 and is based in San Francisco, California, United States.",,,11-50,San Francisco,,,,http://linkedin.com/company/popsql,,https://twitter.com/popsql,https://www.crunchbase.com/organization/popsql
Vodafone,https://vodafone.com,vodafone.com,Newbury,"Vodafone is a mobile telecommunications company that offers voice, messaging, and cellular data services. View contacts for Vodafone to access new leads and connect with decision-makers. Vodafone is a mobile telecommunications company that offers voice, messaging, and data services across mobile and fixed networks; fixed broadband and TV services; cloud and hosting as well as internet protocol-virtual private network services; roaming services; and unified communications services.The company also provides M-Pesa, a mobile money",,,10001+,Newbury,,,,https://www.linkedin.com/company/vodafone,https://www.facebook.com/vodafoneUK/,https://twitter.com/vodafonegroup,https://www.crunchbase.com/organization/vodafone
ActionIQ,https://www.actioniq.com,www.actioniq.com,New York,"ActionIQ is a purpose-built enterprise Customer Data Platform solving complex data problems: flow and scale, analytics, and orchestration. View contacts for ActionIQ to access new leads and connect with decision-makers. ActionIQ is an innovative Enterprise Customer Data Platform for marketers, analysts, and technologists. We move marketing forward through the power of data, insightful analytics, and seamless marketing integration - filling in the white space left by all the Marketing Clouds.The company is dedicated to providing marketers with freedom and speed,",,,51-100,New York,,,,https://www.linkedin.com/company/actioniq/,https://www.facebook.com/actioniq/,https://twitter.com/ActionIQinc,https://www.crunchbase.com/organization/actioniq
Thomson Reuters,https://thomsonreuters.com,thomsonreuters.com,New York,"Thomson Reuters delivers critical information from the financial, legal, accounting, intellectual property, science, and media markets. View contacts for Thomson Reuters to access new leads and connect with decision-makers. Thomson Reuters is a multinational media and information firm that delivers critical information from the financial, legal, risk, accounting, intellectual property, science, and media markets. The company sells electronic content and services to professionals primarily on a subscription basis. Its financial and risk segment offers news, and",,,10001+,New York,,,,https://www.linkedin.com/company/thomson-reuters/,http://www.facebook.com/thomsonreuters,http://twitter.com/ThomsonReuters,https://www.crunchbase.com/organization/thomson-reuters
Anaplan,https://www.anaplan.com,www.anaplan.com,San Francisco,"Anaplan provides a connected planning platform that helps businesses make better-informed plans and decisions faster. View contacts for Anaplan to access new leads and connect with decision-makers. Anaplan is driving a new age of connected planning. Large and fast-growing organizations use Anaplan’s cloud platform in every business function to make better-informed plans and decisions and drive faster, more effective planning processes. Anaplan also provides support, training, and planning transformation advisory services. Anaplan is a",,,1001-5000,San Francisco,,,,https://www.linkedin.com/company/anaplan,http://www.facebook.com/anaplan,http://twitter.com/anaplan,https://www.crunchbase.com/organization/anaplan
Sweetwater,https://www.sweetwater.com,www.sweetwater.com,Fort Wayne,"Sweetwater, you are immediately immersed in a culture that is centered on one mantra View contacts for Sweetwater to access new leads and connect with decision-makers. Sweetwater began business in 1979 in Fort Wayne, Indiana and is the country's most respected dealer in high-technology equipment for musicians, recording studios, and broadcasters - from microphones and digital recording systems to electric guitars to electronic keyboards and electronic drums. Sweetwater customers range from beginners to rock",,,501-1000,Fort Wayne,,,,https://www.linkedin.com/company/sweetwater,https://www.facebook.com/pages/Sweetwater-Sound/37168748745?ref=s,https://twitter.com/sweetwatersound,https://www.crunchbase.com/organization/sweetwater
Sendoso,https://sendoso.com,sendoso.com,San Francisco,"Sendoso helps companies connect and drive revenue with personalized gifts, eGifts, virtual experiences, and more. View contacts for Sendoso to access new leads and connect with decision-makers. Sendoso, the leading Sending Platform, helps companies stand out by giving them new ways to engage with customers throughout the buyer’s journey. By integrating digital and physical sending strategies, companies can increase the effectiveness of their existing go-to-market programs and improve their relationships with customers. Trusted by over 500",,,251-500,San Francisco,,,,https://www.linkedin.com/company/sendoso,https://www.facebook.com/sendoso,https://twitter.com/sendosohq,https://www.crunchbase.com/organization/sendoso
CME,https://www.cmecorp.com,www.cmecorp.com,Warwick,"CME provides medical equipment distribution and direct-to-site logistics services. View contacts for CME to access new leads and connect with decision-makers. ",,,251-500,Warwick,,,,https://www.linkedin.com/company/cme-medical,https://www.facebook.com/cmecorp/,https://twitter.com/CME_Corp,https://www.crunchbase.com/organization/cme-cb41
Vaco Technology,https://www.vaco.com,www.vaco.com,Brentwood,"Vaco technology provides IT professionals on a contract, contract-to-hire and permanent basis. View contacts for Vaco Technology to access new leads and connect with decision-makers. In todayâ€™s cost-conscious environment, companies are running faster and leaner than ever. Innovative leaders know they need a competitive advantage to keep up with mounting workloads. Vaco is the strategic solution. Vaco offers a new experience in the world of consulting and placement , where freedom and empowerment take careers to a whole new",,,5001-10000,Brentwood,,,,https://www.linkedin.com/company/vaco,https://www.facebook.com/VacoGlobal/?fref=ts,https://www.twitter.com/vaconashville,https://www.crunchbase.com/organization/vaco-technology
Siemens,https://www.siemens.com,www.siemens.com,Munich,"Siemens is a technology company that offers cybersecurity, digital consulting, and business services. View contacts for Siemens to access new leads and connect with decision-makers. Siemens is a tech company that provides cybersecurity, digital consulting, and business services. They specialize in the fields of industry, energy, transportation, and healthcare. Their services include healthineers, home appliances,  drives applications, digital consulting solutions, rail services, and real estate consulting services.",,,10001+,Munich,,,,https://www.linkedin.com/company/siemens,http://www.facebook.com/Siemens,http://twitter.com/Siemens,https://www.crunchbase.com/organization/siemens
Hays plc,https://www.haysplc.com,www.haysplc.com,London,"Hays Specialist Recruitment Japan KK (""Hays Japan"") operates across the private sector, dealing in permanent positions, contract roles. View contacts for Hays plc to access new leads and connect with decision-makers. Hays is the experts in recruiting qualified, professional and skilled people across a wide range of specialised industries and professions. They operate across the private and public sectors, dealing in permanent positions, contract roles and temporary assignments.At Hays, they believe the right job can transform a person's life and the",,,10001+,London,,,,http://www.linkedin.com/company/hays,http://www.facebook.com/HaysUK,http://twitter.com/HaysNews,https://www.crunchbase.com/organization/hays
Anaplan,https://www.anaplan.com,www.anaplan.com,San Francisco,"Anaplan provides a connected planning platform that helps businesses make better-informed plans and decisions faster. View contacts for Anaplan to access new leads and connect with decision-makers. Anaplan is driving a new age of connected planning. Large and fast-growing organizations use Anaplan’s cloud platform in every business function to make better-informed plans and decisions and drive faster, more effective planning processes. Anaplan also provides support, training, and planning transformation advisory services. Anaplan is a",,,1001-5000,San Francisco,,,,https://www.linkedin.com/company/anaplan,http://www.facebook.com/anaplan,http://twitter.com/anaplan,https://www.crunchbase.com/organization/anaplan
United Natural Foods,https://unfi.com,unfi.com,Providence,"UNFI is the leading independent national distributor of natural, organic and specialty foods and related products. View contacts for United Natural Foods to access new leads and connect with decision-makers. UNFI is the leading independent national distributor of natural, organic and specialty foods and related products including nutritional supplements, personal care items and organic produce, in the United States. In addition to excellent distribution services, we provide a range of innovative, value-added services for our customers and suppliers, to",,,5001-10000,Providence,,,,http://www.linkedin.com/company/united-natural-foods,http://www.facebook.com/UNFInc,http://twitter.com/UNFI,https://www.crunchbase.com/organization/united-natural-foods
Anaplan,https://www.anaplan.com,www.anaplan.com,San Francisco,"Anaplan provides a connected planning platform that helps businesses make better-informed plans and decisions faster. View contacts for Anaplan to access new leads and connect with decision-makers. Anaplan is driving a new age of connected planning. Large and fast-growing organizations use Anaplan’s cloud platform in every business function to make better-informed plans and decisions and drive faster, more effective planning processes. Anaplan also provides support, training, and planning transformation advisory services. Anaplan is a",,,1001-5000,San Francisco,,,,https://www.linkedin.com/company/anaplan,http://www.facebook.com/anaplan,http://twitter.com/anaplan,https://www.crunchbase.com/organization/anaplan
AppOmni,https://appomni.com,appomni.com,San Francisco,"AppOmni SaaS security helps security and IT teams protect and monitor their entire SaaS environment, from each vendor to every end-user. View contacts for AppOmni to access new leads and connect with decision-makers. AppOmni is the leading provider of SaaS security. AppOmni provides unprecedented data access visibility, management, and security of SaaS solutions, enabling organizations to secure mission-critical and sensitive data. Its patented technology deeply scans APIs, security controls, and configuration settings to evaluate the current state of SaaS",,,101-250,San Francisco,,,,https://www.linkedin.com/company/appomni,https://facebook.com/appomnisaas,https://twitter.com/appomniSecurity,https://www.crunchbase.com/organization/appomni
Essity,https://www.essity.com,www.essity.com,Stockholm,"Essity is a health and hygiene company that develops, produces, and sells personal care products and solutions. View contacts for Essity to access new leads and connect with decision-makers. Essity is a hygiene and health company that develops, produces, and sells personal care products. The company's products include feminine care, baby care, toilet paper, facial tissue, wet wipes categories, hand soap, hand sanitizers, and tissue dispensers for institutional customers. It also offers medical solutions in the form of wound care,",,,10001+,Stockholm,,,,https://www.linkedin.com/company/essity/,https://www.facebook.com/pg/essity/,https://twitter.com/essity,https://www.crunchbase.com/organization/essity
Litmus,https://litmus.com,litmus.com,Cambridge,"Litmus is a testing and QA service for email marketers. View contacts for Litmus to access new leads and connect with decision-makers. Litmus is a testing service for web and marketing professionals.

It allows people to cross-browser test their websites, and test their email newsletters across a range of email clients and spam filters.",,,101-250,Cambridge,,,,https://www.linkedin.com/company/litmus-com,http://www.facebook.com/litmusapp,http://twitter.com/litmusapp,https://www.crunchbase.com/organization/litmus
United Way Worldwide,https://www.unitedway.org,www.unitedway.org,Alexandria,"United Way Worldwide is the leadership and support organization for the network of nearly 1,800 community-based United Ways in 45 countries. View contacts for United Way Worldwide to access new leads and connect with decision-makers. United Way is engaged in nearly 1,800 communities across more than 40 countries and territories worldwide.  We are focused on creating community-based and community-led solutions that strengthen the cornerstones for a good quality of life: education, financial stability and health. We envision a world where every community is a strong one, with",,,251-500,Alexandria,,,,http://www.linkedin.com/company/1511592,http://www.facebook.com/UnitedWay,http://twitter.com/UnitedWay,https://www.crunchbase.com/organization/united-way-2
The Gale Group,https://www.gale.com/intl,www.gale.com/intl,Farmington,"gale is an educational publishing and research company that publish for public, academic, and school libraries and businesses. View contacts for The Gale Group to access new leads and connect with decision-makers. ",,,251-500,Farmington,,,,https://www.linkedin.com/company/gale-a-cengage-company-emea-/,https://www.facebook.com/GaleCengage/,https://www.twitter.com/@GaleEMEA,https://www.crunchbase.com/organization/the-gale-group
Anaplan,https://www.anaplan.com,www.anaplan.com,San Francisco,"Anaplan provides a connected planning platform that helps businesses make better-informed plans and decisions faster. View contacts for Anaplan to access new leads and connect with decision-makers. Anaplan is driving a new age of connected planning. Large and fast-growing organizations use Anaplan’s cloud platform in every business function to make better-informed plans and decisions and drive faster, more effective planning processes. Anaplan also provides support, training, and planning transformation advisory services. Anaplan is a",,,1001-5000,San Francisco,,,,https://www.linkedin.com/company/anaplan,http://www.facebook.com/anaplan,http://twitter.com/anaplan,https://www.crunchbase.com/organization/anaplan
Anaplan,https://www.anaplan.com,www.anaplan.com,San Francisco,"Anaplan provides a connected planning platform that helps businesses make better-informed plans and decisions faster. View contacts for Anaplan to access new leads and connect with decision-makers. Anaplan is driving a new age of connected planning. Large and fast-growing organizations use Anaplan’s cloud platform in every business function to make better-informed plans and decisions and drive faster, more effective planning processes. Anaplan also provides support, training, and planning transformation advisory services. Anaplan is a",,,1001-5000,San Francisco,,,,https://www.linkedin.com/company/anaplan,http://www.facebook.com/anaplan,http://twitter.com/anaplan,https://www.crunchbase.com/organization/anaplan
Vistra Group,https://www.vistra.com,www.vistra.com,San Francisco,"Vistra’s specialist colleagues provide tailored trust, fiduciary, fund and corporate services. View contacts for Vistra Group to access new leads and connect with decision-makers. Vistra's specialist colleagues provide tailored trust, fiduciary, fund and corporate services. We form strong, trusted connections with our clients, based on a deep understanding of their professional worlds, drawn from our extensive experience of working in those same worlds - across finance, structuring, law, and accounting.",,,1001-5000,San Francisco,,,,https://www.linkedin.com/company/vistra/,,https://twitter.com/vistragroup,https://www.crunchbase.com/organization/vistra-group
Canopy,https://canopyservicing.com,canopyservicing.com,San Francisco,"Canopy Servicing is the most configurable loan management and servicing platform. View contacts for Canopy to access new leads and connect with decision-makers. Canopy’s modern loan management and servicing platform helps Fintechs and brands service customer accounts through automations and APIs to help improve borrower repayment rates, increase net promoter scores, and decrease the cost of servicing for lending and credit card products.",,,11-50,San Francisco,,,,https://www.linkedin.com/company/canopyservicing/,,https://twitter.com/canopyservicing,https://www.crunchbase.com/organization/canopy-c3b1
Evisort,https://evisort.com,evisort.com,San Francisco,"Evisort is the next generation of AI-powered contract intelligence. View contacts for Evisort to access new leads and connect with decision-makers. Evisort offers the next generation of AI-powered contract intelligence. Evisort’s AI platform for contract lifecycle management and analysis connects contract data, unlocks productivity, and delivers digital workflows that create great experiences across the enterprise.",,,101-250,San Francisco,,,,https://www.linkedin.com/company/evisort/,https://www.facebook.com/evisort/,https://twitter.com/evisort,https://www.crunchbase.com/organization/evisort
BondLink,https://www.bondlink.com,www.bondlink.com,Boston,"BondLink builds technology products and tools to help modernize the municipal bond market. View contacts for BondLink to access new leads and connect with decision-makers. BondLink is a venture-backed financial technology company developing solutions for issuers in the approximately $4 trillion municipal bond market. BondLink’s software includes a cloud-based investor relations platform for issuers to communicate directly with bond investors. Enhanced transparency to investors is supported by market regulators,",,,11-50,Boston,,,,https://www.linkedin.com/company/bondlink/,,https://www.twitter.com/munibondlink,https://www.crunchbase.com/organization/bondlink
Lee Hecht Harrison,https://www.lhh.com,www.lhh.com,Maitland,"Lee Hecht Harrison is a talent development and transition company helping companies simplify the complexity associated with transformation. View contacts for Lee Hecht Harrison to access new leads and connect with decision-makers. Lee Hecht Harrison helps companies simplify leadership and workforce transformation so they can accelerate their performance and reduce risk.Organizations around the world are continuously transforming their businesses to drive growth and productivity. This involves changing the company’s structure, culture, and capabilities—which requires",,,1001-5000,Maitland,,,,https://www.linkedin.com/company/lee-hecht-harrison,https://www.facebook.com/LeeHechtHarrison/,https://twitter.com/LHH_Global?lang=en,https://www.crunchbase.com/organization/lee-hecht-harrison
TranzAct Technologies,https://www.tranzact.com,www.tranzact.com,Elmhurst,"They help reduce transportation costs by providing the tools necessary to retain control.  View contacts for TranzAct Technologies to access new leads and connect with decision-makers. TranzAct has established relationships with carriers that allow for shippers to obtain rates that can be truly realized--and sustained over time. And once rates have been established, their technology allows individuals within the organization to choose the correct carrier every time. ",,,101-250,Elmhurst,,,,https://www.linkedin.com/company/tranzact-technologies-inc/,,https://twitter.com/tranzact,https://www.crunchbase.com/organization/tranzact-technologies
LIMRA,https://www.limra.com,www.limra.com,Windsor,"LIMRA is a worldwide research, consulting, and professional development organization View contacts for LIMRA to access new leads and connect with decision-makers. As the world's leading insurance and financial services trade association, LIMRA's purpose is to be the Trusted Source of Industry Knowledge. They currently provide Research, Learning and Development programs to more than 850 financial services companies throughout the world. Serving their members for nearly 100 years, they turn to LIMRA",,,501-1000,Windsor,,,,https://www.linkedin.com/company/22181,https://www.facebook.com/LIMRANews,https://twitter.com/LIMRA,https://www.crunchbase.com/organization/limra
Red Bull,https://redbull.com,redbull.com,Fuschl Am See,"Red Bull is a beverage company that offers energy drinks. View contacts for Red Bull to access new leads and connect with decision-makers. Red Bull provides energy drinks for athletes and students. They have flavors including green, summer, energy, yellow, and sugar-free editions drinks. Their energy drinks contain ingredients that include caffeine, sugar, water, taurine, and vitamins.",,,10001+,Fuschl Am See,,,,https://www.linkedin.com/company/red-bull,http://www.facebook.com/redbull,http://twitter.com/redbull,https://www.crunchbase.com/organization/red-bull
Contemporary Benefits Advisors,https://www.contemporary-benefits.com,www.contemporary-benefits.com,Monroe,"Contemporary Benefits Advisors specializes in employee benefits, retirement planning, compliance, and commercial insurance services. View contacts for Contemporary Benefits Advisors to access new leads and connect with decision-makers. ",,,11-50,Monroe,,,,https://www.linkedin.com/company/contemporary-benefits-advisors/,https://www.facebook.com/Contemporary-Benefits-Advisors-110420594083371,,https://www.crunchbase.com/organization/contemporary-benefits-advisors
TOMS Shoes,https://www.toms.com,www.toms.com,Los Angeles,"TOMS Shoes designs and produces shoes, eyewear, bags, apparel, and accessories for men, women, and kids. View contacts for TOMS Shoes to access new leads and connect with decision-makers. TOMS Shoes designs and produces shoes, eyewear, bags, apparel, and accessories for men, women, and kids. It also offers coffee and gift cards.The company helps a person in need every time one of its products is purchased by a consumer. It matches every pair of shoes purchased with a new pair of shoes for a child in need, which is given through",,,101-250,Los Angeles,,,,https://www.linkedin.com/company/toms,http://www.facebook.com/toms,http://twitter.com/TOMS,https://www.crunchbase.com/organization/toms-shoes
JR286,https://www.jr286.com,www.jr286.com,Torrance,"JR286 Specializes in the sporting goods industry. View contacts for JR286 to access new leads and connect with decision-makers. ",,,101-250,Torrance,,,,https://www.linkedin.com/company/jr286,https://www.facebook.com/JR286,https://twitter.com/jr286global,https://www.crunchbase.com/organization/jr286
Babbel,https://www.babbel.com,www.babbel.com,Berlin,"Babbel is the market-leading app for language learning. View contacts for Babbel to access new leads and connect with decision-makers. Babbel was founded in 2007, Babbel is the world’s first language learning app. A leader in the online language learning industry, Babbel is an international success with millions of active subscribers and ranked as the world’s #1 innovative company in education. Their meticulously designed courses guarantee you language skills you can use right",,,501-1000,Berlin,,,,https://www.linkedin.com/company/babbel-com,http://www.facebook.com/babbel.languages,http://twitter.com/babbel,https://www.crunchbase.com/organization/babbel
